"","Subject","Group","Block","ColorTMS.Block.","Confidence.RESP.Block.","correctResponseButton","correctRT.Block.","GrayTMS.Block.","leftStimulus.Block.","Number.Block.","NumberResponse.Block.","PracticeList","PracticeList.Cycle","PracticeList.Sample","Reaction.RT.Block.","Response.RESP.Block.","ResponseAccuracy.Block.","responseHand","rightStimulus.Block.","Running.Block.","StimulusColor.Block.","TMS","Trial","Hemisphere","Procedure.Trial.","Running.Trial.","SubTrial","CenterColorList","CenterColorList.Cycle","CenterColorList.Sample","LeftColorList","LeftColorList.Cycle","LeftColorList.Sample","Procedure.SubTrial.","RightColorList","RightColorList.Cycle","RightColorList.Sample","Running.SubTrial.","StimulusColor.SubTrial.","VariOhje","VariOhje2","LogLevel5","CenterTrialList","CenterTrialList.Cycle","CenterTrialList.Sample","ColorTMS.LogLevel5.","Confidence.RESP.LogLevel5.","correctRT.LogLevel5.","GrayTMS.LogLevel5.","leftStimulus.LogLevel5.","LeftTrialList","LeftTrialList.Cycle","LeftTrialList.Sample","Number.LogLevel5.","NumberResponse.LogLevel5.","Procedure.LogLevel5.","Reaction.RT.LogLevel5.","Response.RESP.LogLevel5.","ResponseAccuracy.LogLevel5.","rightStimulus.LogLevel5.","RightTrialList","RightTrialList.Cycle","RightTrialList.Sample","Running.LogLevel5.","virhe","expTrial","virhe.edellinen"
"6386","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",26,NA,NA,NA,0,4,291,1,1,1,1,26,"1",1,"LeftTrialProc",274,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6389","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",29,NA,NA,NA,0,4,266,1,1,1,1,29,"1",1,"LeftTrialProc",249,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6390","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",30,NA,NA,NA,0,4,308,1,1,1,1,30,"1",1,"LeftTrialProc",292,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6395","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",35,NA,NA,NA,1,4,222,0,1,3,1,35,"2",1,"LeftTrialProc",205,1,0,1,NA,NA,NA,"LeftTrialList",0,1,1
"6396","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",36,NA,NA,NA,0,4,330,1,1,1,1,36,"1",1,"LeftTrialProc",313,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6397","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",37,NA,NA,NA,0,4,209,1,1,1,1,37,"1",1,"LeftTrialProc",192,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6399","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",39,NA,NA,NA,0,4,288,1,1,1,1,39,"1",1,"LeftTrialProc",271,1,1,0,NA,NA,NA,"LeftTrialList",0,1,1
"6400","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",40,NA,NA,NA,1,4,371,0,1,3,1,40,"2",1,"LeftTrialProc",354,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"6403","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",43,NA,NA,NA,0,4,308,1,1,1,1,43,"1",1,"LeftTrialProc",291,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6404","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",44,NA,NA,NA,0,4,282,1,1,1,1,44,"1",1,"LeftTrialProc",265,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6406","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",46,NA,NA,NA,0,4,295,1,1,1,1,46,"1",1,"LeftTrialProc",278,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6409","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",49,NA,NA,NA,0,4,344,1,1,1,1,49,"1",1,"LeftTrialProc",327,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6410","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",50,NA,NA,NA,0,4,270,1,1,1,1,50,"1",1,"LeftTrialProc",253,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6415","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",55,NA,NA,NA,0,4,351,1,1,1,1,55,"1",1,"LeftTrialProc",335,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6428","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",8,NA,NA,NA,0,4,418,1,1,1,2,68,"1",1,"LeftTrialProc",401,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6434","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",14,NA,NA,NA,0,4,224,1,1,1,2,74,"1",1,"LeftTrialProc",207,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6436","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",16,NA,NA,NA,0,4,255,1,1,1,2,76,"1",1,"LeftTrialProc",238,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6437","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",17,NA,NA,NA,0,4,270,1,1,1,2,77,"1",1,"LeftTrialProc",253,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6452","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",32,NA,NA,NA,0,4,360,1,1,1,2,92,"1",1,"LeftTrialProc",343,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6457","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",37,NA,NA,NA,0,4,264,1,1,1,2,97,"1",1,"LeftTrialProc",248,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6461","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",41,NA,NA,NA,0,4,243,1,1,1,2,101,"1",1,"LeftTrialProc",226,1,1,0,NA,NA,NA,"LeftTrialList",0,1,1
"6463","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",43,NA,NA,NA,0,4,342,1,1,1,2,103,"1",1,"LeftTrialProc",326,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6465","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",45,NA,NA,NA,0,4,278,1,1,1,2,105,"1",1,"LeftTrialProc",261,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6466","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",46,NA,NA,NA,0,4,309,1,1,1,2,106,"1",1,"LeftTrialProc",292,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6468","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",48,NA,NA,NA,0,4,327,1,1,1,2,108,"1",1,"LeftTrialProc",310,1,1,0,NA,NA,NA,"LeftTrialList",0,1,1
"6469","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",49,NA,NA,NA,0,4,515,1,1,1,2,109,"1",1,"LeftTrialProc",499,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6470","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",50,NA,NA,NA,0,4,297,1,1,1,2,110,"1",1,"LeftTrialProc",281,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6471","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",51,NA,NA,NA,1,4,292,0,1,3,2,111,"2",1,"LeftTrialProc",275,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"6473","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",53,NA,NA,NA,0,4,431,1,1,1,2,113,"1",1,"LeftTrialProc",414,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6476","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",56,NA,NA,NA,0,4,316,1,1,1,2,116,"1",1,"LeftTrialProc",299,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6477","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",57,NA,NA,NA,0,4,300,1,1,1,2,117,"1",1,"LeftTrialProc",284,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6478","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",58,NA,NA,NA,0,4,298,1,1,1,2,118,"1",1,"LeftTrialProc",281,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6479","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",59,NA,NA,NA,0,4,353,1,1,1,2,119,"1",1,"LeftTrialProc",336,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6480","9",1,41,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIKEAA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",60,NA,NA,NA,0,4,394,1,1,1,2,120,"1",1,"LeftTrialProc",377,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6601","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",1,NA,NA,NA,0,4,178,1,0,NA,NA,NA,"1",1,"RightTrialProc",161,1,1,1,2,3,121,"RightTrialList",0,1,NA
"6606","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",6,NA,NA,NA,0,4,251,1,0,NA,NA,NA,"1",1,"RightTrialProc",234,1,1,1,2,3,126,"RightTrialList",0,1,0
"6610","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",10,NA,NA,NA,0,4,517,1,0,NA,NA,NA,"1",1,"RightTrialProc",500,1,1,1,2,3,130,"RightTrialList",0,1,1
"6613","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",13,NA,NA,NA,0,4,426,1,0,NA,NA,NA,"1",1,"RightTrialProc",409,1,1,1,2,3,133,"RightTrialList",0,1,0
"6614","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",14,NA,NA,NA,0,4,314,1,0,NA,NA,NA,"1",1,"RightTrialProc",297,1,1,1,2,3,134,"RightTrialList",0,1,0
"6615","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",15,NA,NA,NA,0,4,302,1,0,NA,NA,NA,"1",1,"RightTrialProc",286,1,1,1,2,3,135,"RightTrialList",0,1,0
"6618","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",18,NA,NA,NA,0,4,191,1,0,NA,NA,NA,"1",1,"RightTrialProc",174,1,1,1,2,3,138,"RightTrialList",0,1,0
"6624","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",24,NA,NA,NA,0,4,318,1,0,NA,NA,NA,"1",1,"RightTrialProc",301,1,1,1,2,3,144,"RightTrialList",0,1,0
"6627","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",27,NA,NA,NA,0,4,225,1,0,NA,NA,NA,"1",1,"RightTrialProc",208,1,1,1,2,3,147,"RightTrialList",0,1,1
"6628","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",28,NA,NA,NA,0,4,317,1,0,NA,NA,NA,"1",1,"RightTrialProc",301,1,1,1,2,3,148,"RightTrialList",0,1,0
"6630","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",30,NA,NA,NA,0,4,348,1,0,NA,NA,NA,"1",1,"RightTrialProc",331,1,1,1,2,3,150,"RightTrialList",0,1,0
"6632","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",32,NA,NA,NA,1,4,353,0,1,NA,NA,NA,"2",1,"RightTrialProc",336,1,0,1,3,3,152,"RightTrialList",0,1,1
"6633","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",33,NA,NA,NA,0,4,392,1,0,NA,NA,NA,"1",1,"RightTrialProc",375,1,1,1,2,3,153,"RightTrialList",0,1,0
"6646","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",46,NA,NA,NA,0,4,346,1,0,NA,NA,NA,"1",1,"RightTrialProc",329,1,1,1,2,3,166,"RightTrialList",0,1,0
"6650","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",50,NA,NA,NA,0,4,252,1,0,NA,NA,NA,"1",1,"RightTrialProc",235,1,1,1,2,3,170,"RightTrialList",0,1,0
"6652","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",52,NA,NA,NA,0,4,226,1,0,NA,NA,NA,"1",1,"RightTrialProc",209,1,1,1,2,3,172,"RightTrialList",0,1,0
"6653","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",53,NA,NA,NA,0,4,393,1,0,NA,NA,NA,"1",1,"RightTrialProc",376,1,1,1,2,3,173,"RightTrialList",0,1,0
"6654","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",54,NA,NA,NA,0,4,307,1,0,NA,NA,NA,"1",1,"RightTrialProc",291,1,1,1,2,3,174,"RightTrialList",0,1,0
"6657","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",57,NA,NA,NA,0,4,321,1,0,NA,NA,NA,"1",1,"RightTrialProc",305,1,1,1,2,3,177,"RightTrialList",0,1,0
"6660","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",60,NA,NA,NA,0,4,332,1,0,NA,NA,NA,"1",1,"RightTrialProc",315,1,1,1,2,3,180,"RightTrialList",0,1,0
"6663","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",3,NA,NA,NA,0,4,196,1,0,NA,NA,NA,"1",1,"RightTrialProc",179,1,1,1,2,4,183,"RightTrialList",0,1,0
"6668","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",8,NA,NA,NA,0,4,280,1,0,NA,NA,NA,"1",1,"RightTrialProc",263,1,1,1,2,4,188,"RightTrialList",0,1,0
"6672","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",12,NA,NA,NA,0,4,212,1,0,NA,NA,NA,"1",1,"RightTrialProc",195,1,1,1,2,4,192,"RightTrialList",0,1,0
"6674","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",14,NA,NA,NA,0,4,192,1,0,NA,NA,NA,"1",1,"RightTrialProc",175,1,1,1,2,4,194,"RightTrialList",0,1,0
"6678","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",18,NA,NA,NA,1,4,267,0,1,NA,NA,NA,"2",1,"RightTrialProc",251,1,0,1,3,4,198,"RightTrialList",0,1,0
"6680","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",20,NA,NA,NA,0,4,316,1,0,NA,NA,NA,"1",1,"RightTrialProc",300,1,1,1,2,4,200,"RightTrialList",0,1,0
