Subject	Group	Block	ColorTMS[Block]	Confidence.RESP[Block]	correctResponseButton	correctRT[Block]	GrayTMS[Block]	leftStimulus[Block]	Number[Block]	NumberResponse[Block]	PracticeList	PracticeList.Cycle	PracticeList.Sample	Reaction.RT[Block]	Response.RESP[Block]	ResponseAccuracy[Block]	responseHand	rightStimulus[Block]	Running[Block]	StimulusColor[Block]	TMS	Trial	Hemisphere	Procedure[Trial]	Running[Trial]	SubTrial	CenterColorList	CenterColorList.Cycle	CenterColorList.Sample	LeftColorList	LeftColorList.Cycle	LeftColorList.Sample	Procedure[SubTrial]	RightColorList	RightColorList.Cycle	RightColorList.Sample	Running[SubTrial]	StimulusColor[SubTrial]	VariOhje	VariOhje2	LogLevel5	CenterTrialList	CenterTrialList.Cycle	CenterTrialList.Sample	ColorTMS[LogLevel5]	Confidence.RESP[LogLevel5]	correctRT[LogLevel5]	GrayTMS[LogLevel5]	leftStimulus[LogLevel5]	LeftTrialList	LeftTrialList.Cycle	LeftTrialList.Sample	Number[LogLevel5]	NumberResponse[LogLevel5]	Procedure[LogLevel5]	Reaction.RT[LogLevel5]	Response.RESP[LogLevel5]	ResponseAccuracy[LogLevel5]	rightStimulus[LogLevel5]	RightTrialList	RightTrialList.Cycle	RightTrialList.Sample	Running[LogLevel5]
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	24				0	4	290	1	0	4	3	144	0	0	LeftTrialProc	274	3	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	25				0	4	251	1	1	1	3	145	1	1	LeftTrialProc	235	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	26				1	4	286	0	1	3	3	146	2	2	LeftTrialProc	269	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	27				0	3	362	1	0	4	3	147	0	1	LeftTrialProc	345	1	0	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	28				0	3	239	1	1	1	3	148	1	1	LeftTrialProc	222	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	29				0	4	235	1	1	1	3	149	1	1	LeftTrialProc	218	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	30				0	4	291	1	1	1	3	150	1	1	LeftTrialProc	274	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	31				1	4	234	0	1	3	3	151	2	2	LeftTrialProc	218	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	32				0	4	259	1	1	1	3	152	1	1	LeftTrialProc	242	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	33				1	4	254	0	1	3	3	153	2	2	LeftTrialProc	238	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	34				0	4	0	1	0	4	3	154	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	35				0	4	0	1	0	4	3	155	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	36				1	4	311	0	0	2	3	156	1	1	LeftTrialProc	294	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	37				0	4	317	1	1	1	3	157	1	1	LeftTrialProc	300	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	38				1	4	255	0	1	3	3	158	2	2	LeftTrialProc	239	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	39				1	4	225	0	1	3	3	159	2	2	LeftTrialProc	208	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	40				0	4	234	1	1	1	3	160	1	1	LeftTrialProc	218	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	41				1	4	263	0	1	3	3	161	2	2	LeftTrialProc	247	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	42				0	4	322	1	0	4	3	162	0	1	LeftTrialProc	305	1	0	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	43				0	4	274	1	1	1	3	163	1	1	LeftTrialProc	257	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	44				0	4	243	1	0	4	3	164	0	0	LeftTrialProc	226	3	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	45				0	3	0	1	0	4	3	165	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	46				1	4	262	0	1	3	3	166	2	2	LeftTrialProc	245	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	47				0	3	260	1	1	1	3	167	1	1	LeftTrialProc	243	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	48				0	4	259	1	1	1	3	168	1	1	LeftTrialProc	242	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	49				1	4	259	0	0	2	3	169	1	1	LeftTrialProc	243	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	50				1	4	244	0	0	2	3	170	1	1	LeftTrialProc	227	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	51				1	4	234	0	1	3	3	171	2	1	LeftTrialProc	217	1	0	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	52				1	4	239	0	1	3	3	172	2	2	LeftTrialProc	223	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	53				0	4	197	1	1	1	3	173	1	1	LeftTrialProc	180	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	54				1	4	222	0	1	3	3	174	2	2	LeftTrialProc	205	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	55				0	4	195	1	1	1	3	175	1	1	LeftTrialProc	178	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	56				1	4	285	0	0	2	3	176	1	1	LeftTrialProc	268	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	57				0	4	443	1	1	1	3	177	1	1	LeftTrialProc	426	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	58				0	4	219	1	1	1	3	178	1	1	LeftTrialProc	202	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	59				0	4	237	1	1	1	3	179	1	1	LeftTrialProc	220	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	1				1	2	3	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	60				1	3	240	0	1	3	3	180	2	2	LeftTrialProc	223	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	1				1	4	213	0	0	2	4	181	1	1	LeftTrialProc	197	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	2				1	4	221	0	1	3	4	182	2	2	LeftTrialProc	204	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	3				1	4	246	0	1	3	4	183	2	2	LeftTrialProc	229	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	4				0	4	391	1	1	1	4	184	1	1	LeftTrialProc	374	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	5				1	4	198	0	1	3	4	185	2	2	LeftTrialProc	181	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	6				1	4	200	0	1	3	4	186	2	2	LeftTrialProc	183	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	7				0	3	207	1	0	4	4	187	0	1	LeftTrialProc	190	1	0	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	8				0	4	0	1	0	4	4	188	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	9				1	3	286	0	1	3	4	189	2	1	LeftTrialProc	270	1	0	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	10				1	4	236	0	1	3	4	190	2	2	LeftTrialProc	219	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	11				0	4	247	1	1	1	4	191	1	1	LeftTrialProc	231	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	12				0	4	187	1	1	1	4	192	1	1	LeftTrialProc	170	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	13				1	4	216	0	1	3	4	193	2	2	LeftTrialProc	199	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	14				0	4	221	1	1	1	4	194	1	1	LeftTrialProc	204	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	15				0	4	194	1	1	1	4	195	1	1	LeftTrialProc	177	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	16				1	4	246	0	1	3	4	196	2	1	LeftTrialProc	229	1	0	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	17				1	4	239	0	0	2	4	197	1	1	LeftTrialProc	222	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	18				0	4	231	1	1	1	4	198	1	1	LeftTrialProc	213	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	19				1	4	207	0	1	3	4	199	2	2	LeftTrialProc	191	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	20				0	3	222	1	0	4	4	200	0	1	LeftTrialProc	205	1	0	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	21				0	4	309	1	1	1	4	201	1	1	LeftTrialProc	292	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	22				1	4	329	0	0	2	4	202	1	1	LeftTrialProc	313	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	23				0	4	302	1	1	1	4	203	1	1	LeftTrialProc	285	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	24				1	4	191	0	1	3	4	204	2	2	LeftTrialProc	175	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	25				1	4	297	0	0	2	4	205	1	1	LeftTrialProc	280	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	26				1	3	229	0	1	3	4	206	2	2	LeftTrialProc	212	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	27				0	4	234	1	1	1	4	207	1	1	LeftTrialProc	217	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	28				0	4	223	1	1	1	4	208	1	1	LeftTrialProc	206	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	29				1	4	202	0	1	3	4	209	2	2	LeftTrialProc	185	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	30				0	4	399	1	1	1	4	210	1	1	LeftTrialProc	382	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	31				0	4	228	1	0	4	4	211	0	1	LeftTrialProc	211	1	0	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	32				1	4	248	0	0	2	4	212	1	1	LeftTrialProc	231	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	33				1	4	215	0	0	2	4	213	1	1	LeftTrialProc	199	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	34				0	3	208	1	0	4	4	214	0	1	LeftTrialProc	191	1	0	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	35				0	4	213	1	1	1	4	215	1	1	LeftTrialProc	196	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	36				1	4	215	0	0	2	4	216	1	1	LeftTrialProc	198	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	37				0	4	346	1	1	1	4	217	1	1	LeftTrialProc	329	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	38				0	4	227	1	1	1	4	218	1	1	LeftTrialProc	210	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	39				1	3	259	0	1	3	4	219	2	1	LeftTrialProc	243	1	0	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	40				1	4	198	0	0	2	4	220	1	1	LeftTrialProc	181	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	41				0	4	232	1	1	1	4	221	1	1	LeftTrialProc	215	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	42				1	4	247	0	1	3	4	222	2	2	LeftTrialProc	230	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	43				1	4	188	0	0	2	4	223	1	1	LeftTrialProc	171	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	44				1	4	268	0	1	3	4	224	2	2	LeftTrialProc	251	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	45				0	3	198	1	0	4	4	225	0	1	LeftTrialProc	181	1	0	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	46				0	4	237	1	0	4	4	226	0	0	LeftTrialProc	219	3	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	47				0	4	294	1	1	1	4	227	1	1	LeftTrialProc	277	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	48				1	4	260	0	1	3	4	228	2	2	LeftTrialProc	243	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	49				0	3	236	1	0	4	4	229	0	1	LeftTrialProc	220	1	0	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	50				0	4	298	1	1	1	4	230	1	1	LeftTrialProc	281	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	51				0	4	258	1	1	1	4	231	1	1	LeftTrialProc	241	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	52				0	4	228	1	0	4	4	232	0	1	LeftTrialProc	211	1	0	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	53				0	2	242	1	0	4	4	233	0	1	LeftTrialProc	225	1	0	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	54				1	4	280	0	1	3	4	234	2	2	LeftTrialProc	263	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	55				1	4	226	0	1	3	4	235	2	2	LeftTrialProc	210	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	56				1	4	235	0	1	3	4	236	2	2	LeftTrialProc	218	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	57				0	4	261	1	1	1	4	237	1	1	LeftTrialProc	244	1	1	0				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	58				1	4	471	0	0	2	4	238	1	1	LeftTrialProc	454	1	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	59				1	4	255	0	1	3	4	239	2	2	LeftTrialProc	238	2	1	1				LeftTrialList
9	1	42			5												VASENTA		ResponseHandList		1	3	Left	LeftHemiProc	HemiList	2				2	2	4	LeftColorProc				LeftColorList	Blue	SINISEN	sini	60				0	3	275	1	1	1	4	240	1	2	LeftTrialProc	258	2	0	0				LeftTrialList
10	1	1	0	4	6	0	0	0	0	0	4	1	1	0	3	1		0	PracticeList	Red	0																																										
10	1	2	0	4	6	0	0	1	1	1	1	1	2	0	1	1		0	PracticeList	Red	0																																										
10	1	3	0	4	6	0	0	1	1	1	1	1	3	0	1	1		0	PracticeList	Red	0																																										
10	1	4	0	4	6	0	0	0	0	0	4	1	4	0	3	1		0	PracticeList	Red	0																																										
10	1	5	0	4	6	323	0	0	1	1	2	1	5	306	1	1		1	PracticeList	Red	0																																										
10	1	6	0	4	6	279	0	1	1	1	1	1	6	262	1	1		0	PracticeList	Red	0																																										
10	1	7	0	4	6	310	0	0	1	1	2	1	7	293	1	1		1	PracticeList	Red	0																																										
10	1	8	0	4	6	454	0	1	2	2	3	1	8	437	2	1		1	PracticeList	Red	0																																										
10	1	9	0	4	6	231	0	1	2	2	3	1	9	214	2	1		1	PracticeList	Red	0																																										
10	1	10	0	4	6	0	0	0	0	0	4	1	10	0	3	1		0	PracticeList	Red	0																																										
10	1	11	0	4	6	0	0	0	0	0	4	1	11	0	3	1		0	PracticeList	Red	0																																										
10	1	12	0	4	6	0	0	0	0	0	4	1	12	0	3	1		0	PracticeList	Red	0																																										
10	1	13	0	4	6	311	0	1	1	1	1	1	13	294	1	1		0	PracticeList	Red	0																																										
10	1	14	0	4	6	0	0	0	0	0	4	1	14	0	3	1		0	PracticeList	Red	0																																										
10	1	15	0	4	6	281	0	1	2	2	3	1	15	265	2	1		1	PracticeList	Red	0																																										
10	1	16	0	4	6	279	0	1	2	2	3	1	16	262	2	1		1	PracticeList	Red	0																																										
10	1	17	0	4	6	0	0	0	0	0	4	1	17	0	3	1		0	PracticeList	Red	0																																										
10	1	18	0	4	6	307	0	0	1	1	2	1	18	290	1	1		1	PracticeList	Red	0																																										
10	1	19	0	4	6	306	0	0	1	1	2	1	19	290	1	1		1	PracticeList	Red	0																																										
10	1	20	0	4	6	257	0	1	1	1	1	1	20	241	1	1		0	PracticeList	Red	0																																										
10	1	21	0	4	6	0	0	0	0	0	4	1	21	0	3	1		0	PracticeList	Red	0																																										
